iter	RMSE
479	1209.058695
480	1208.757534
481	1208.472541
482	1208.229395
483	1207.943316
484	1207.783654
485	1207.67663
486	1207.385943
487	1207.079773
488	1206.806653
489	1206.643203
490	1206.441894
491	1206.189577
492	1206.115034
493	1205.807507
494	1205.630537
495	1205.380166
496	1205.195205
497	1204.905444
498	1204.749359
499	1204.410661
500	1204.138945
501	1203.884025
502	1203.755949
503	1203.584064
504	1203.349359
505	1203.228159
506	1203.03541
507	1202.741242
508	1202.447265
509	1202.163508
510	1201.919776
511	1201.744422
512	1201.472313
513	1201.254604
514	1201.062125
515	1200.916623
516	1200.826735
517	1200.664376
518	1200.414971
519	1200.316764
520	1200.144282
521	1199.930486
522	1199.788509
523	1199.661443
524	1199.430412
525	1199.279551
526	1198.973545
527	1198.795554
528	1198.585048
529	1198.425047
530	1198.243948
531	1198.041224
532	1197.852655
533	1197.538446
534	1197.251732
535	1197.092306
536	1196.932673
537	1196.793502
538	1196.619076
539	1196.413021
540	1196.284901
541	1196.112354
542	1195.857558
543	1195.598914
544	1195.356249
545	1195.223474
546	1195.037095
547	1194.754034
548	1194.608067
549	1194.408131
550	1194.224513
551	1193.950853
552	1193.810651
553	1193.686963
554	1193.449179
555	1193.197516
556	1193.016323
557	1192.77315
558	1192.432866
559	1192.139108
560	1191.988346
561	1191.740351
562	1191.650795
563	1191.456506
564	1191.324825
565	1191.168568
566	1190.923611
567	1190.760148
568	1190.617757
569	1190.473938
570	1190.311849
571	1190.201984
572	1189.998691
573	1189.798442
574	1189.602309
575	1189.494835
576	1189.229659
577	1189.056635
578	1188.911823
579	1188.743338
580	1188.634587
581	1188.402696
582	1188.261077
583	1188.1233
584	1188.000664
585	1187.819619
586	1187.717664
587	1187.429025
588	1187.27006
589	1187.091728
590	1186.847448
591	1186.544965
592	1186.273641
593	1186.034872
594	1185.822386
595	1185.643114
596	1185.353767
597	1185.206929
598	1185.023632
599	1184.831744
600	1184.609765
601	1184.504355
602	1184.191246
603	1183.975907
604	1183.854854
605	1183.726847
606	1183.5221
607	1183.411269
608	1183.258514
609	1183.021835
610	1182.907417
611	1182.783934
612	1182.63495
613	1182.499021
614	1182.344521
615	1182.133462
616	1182.004562
617	1181.874063
618	1181.750756
619	1181.587963
620	1181.324232
621	1181.181072
622	1180.914467
623	1180.786076
624	1180.611129
625	1180.466179
626	1180.249465
627	1179.999308
628	1179.827025
629	1179.607089
630	1179.402177
631	1179.286947
632	1179.170095
633	1179.013057
634	1178.781527
635	1178.623098
636	1178.401884
637	1178.200257
638	1178.054809
639	1177.827516
640	1177.622605
641	1177.277659
642	1177.003242
643	1176.816979
644	1176.626434
645	1176.439326
646	1176.259385
647	1176.152635
648	1175.959402
649	1175.718998
650	1175.464381
651	1175.285954
652	1175.231848
653	1175.132052
654	1174.990622
655	1174.821913
656	1174.684803
657	1174.519821
658	1174.295567
659	1174.1781
660	1174.010594
661	1173.900338
662	1173.650922
663	1173.413173
664	1173.23676
665	1173.0497
666	1172.833227
667	1172.686806
668	1172.505705
669	1172.39682
670	1172.28296
671	1172.09651
672	1171.925748
673	1171.69329
674	1171.494817
675	1171.392699
676	1171.169855
677	1171.006653
678	1170.793631
679	1170.636362
680	1170.470096
681	1170.257561
682	1170.14947
683	1169.878123
684	1169.654622
685	1169.492053
686	1169.314004
687	1169.135027
688	1168.965108
689	1168.848573
690	1168.692981
691	1168.485545
692	1168.352958
693	1168.170027
694	1167.974525
695	1167.757129
696	1167.486814
697	1167.366133
698	1167.189805
699	1167.087974
700	1166.933936
701	1166.741564
702	1166.640009
703	1166.469477
704	1166.210717
705	1166.022038
706	1165.919856
707	1165.78081
708	1165.647623
709	1165.339683
710	1165.021393
711	1164.821669
712	1164.621318
713	1164.470862
714	1164.280455
715	1164.11271
716	1163.927378
717	1163.779793
718	1163.641122
719	1163.474192
720	1163.299412
721	1163.227483
722	1163.021344
723	1162.835378
724	1162.692479
725	1162.487449
726	1162.272295
727	1162.19328
728	1162.063563
729	1161.937831
730	1161.716248
731	1161.540936
732	1161.390274
733	1161.269799
734	1161.181803
735	1161.008938
736	1160.828724
737	1160.679681
738	1160.493978
739	1160.332392
740	1160.149106
741	1160.061618
742	1159.925836
743	1159.791897
744	1159.636524
745	1159.524286
746	1159.398435
747	1159.230249
748	1159.097078
749	1158.934854
750	1158.789763
751	1158.629169
752	1158.514357
753	1158.395453
754	1158.264475
755	1158.097738
756	1157.938665
757	1157.831001
758	1157.682284
759	1157.558509
760	1157.351598
761	1157.185348
762	1156.979764
763	1156.822002
764	1156.685964
765	1156.593727
766	1156.43762
767	1156.262181
768	1156.118805
769	1155.850114
770	1155.752005
771	1155.623221
772	1155.505805
773	1155.364671
774	1155.175909
775	1155.020251
776	1154.801289
777	1154.635015
778	1154.536677
779	1154.357003
780	1154.164376
781	1154.080823
782	1153.934398
783	1153.807891
784	1153.610102
785	1153.355255
786	1153.273409
787	1153.133261
788	1152.957243
789	1152.890912
790	1152.765182
791	1152.635881
792	1152.536871
793	1152.308951
794	1152.204973
795	1152.035238
796	1151.854118
797	1151.760319
798	1151.562579
799	1151.418068
800	1151.289221
801	1151.180875
802	1151.028945
803	1150.861475
804	1150.591712
805	1150.314492
806	1150.062974
807	1149.937504
808	1149.828839
809	1149.678911
810	1149.455707
811	1149.323034
812	1149.196576
813	1149.012732
814	1148.726403
815	1148.52507
816	1148.259311
817	1148.110746
818	1148.01532
819	1147.900203
820	1147.744963
821	1147.615183
822	1147.464536
823	1147.167153
824	1147.100139
825	1146.942969
826	1146.757093
827	1146.594973
828	1146.508493
829	1146.309126
830	1146.165951
831	1145.972372
832	1145.808017
833	1145.679786
834	1145.561715
835	1145.317237
836	1145.083092
837	1144.983248
838	1144.849671
839	1144.75645
840	1144.599956
841	1144.466786
842	1144.280056
843	1144.083523
844	1143.950605
845	1143.742865
846	1143.553146
847	1143.346241
848	1143.260154
849	1143.140978
850	1142.909762
851	1142.740306
852	1142.607614
853	1142.481146
854	1142.371791
855	1142.226477
856	1142.060512
857	1141.961025
858	1141.834694
859	1141.680101
860	1141.521454
861	1141.375738
862	1141.230484
863	1141.117059
864	1140.862151
865	1140.681788
866	1140.542711
867	1140.386281
868	1140.291676
869	1140.160078
870	1139.999704
871	1139.892808
872	1139.789432
873	1139.712826
874	1139.534118
875	1139.422632
876	1139.240659
877	1139.016328
878	1138.914708
879	1138.784556
880	1138.566455
881	1138.392279
882	1138.306526
883	1138.163032
884	1137.981346
885	1137.823055
886	1137.72784
887	1137.571172
888	1137.40278
889	1137.215861
890	1137.023351
891	1136.834779
892	1136.642764
893	1136.375767
894	1136.219466
895	1136.000041
896	1135.845945
897	1135.681283
898	1135.483216
899	1135.321633
900	1135.15624
901	1135.002815
902	1134.907379
903	1134.657603
904	1134.479881
905	1134.336798
906	1134.218405
907	1134.055149
908	1133.9382
909	1133.843362
910	1133.68857
911	1133.519156
912	1133.355026
913	1133.220406
914	1133.078876
915	1132.932539
916	1132.816294
917	1132.717979
918	1132.601227
919	1132.485675
920	1132.296506
921	1132.187521
922	1131.964318
923	1131.81284
924	1131.699533
925	1131.556437
926	1131.367352
927	1131.203549
928	1131.080437
929	1130.904905
930	1130.703697
931	1130.621774
932	1130.538645
933	1130.349704
934	1130.228272
935	1130.103223
936	1129.850634
937	1129.711214
938	1129.606832
939	1129.513592
940	1129.440351
941	1129.301781
942	1129.086443
943	1128.97497
944	1128.855035
945	1128.721258
946	1128.560303
947	1128.47697
948	1128.406895
949	1128.291671
950	1128.171145
951	1128.081579
952	1127.922127
953	1127.786763
954	1127.638793
955	1127.44785
956	1127.226383
957	1127.130633
958	1127.025019
959	1126.872636
960	1126.703458
961	1126.62364
962	1126.442406
963	1126.326433
964	1126.191015
965	1125.927883
966	1125.786909
967	1125.598475
968	1125.398395
969	1125.285701
970	1125.200152
971	1125.024642
972	1124.829503
973	1124.615228
974	1124.519638
975	1124.36995
976	1124.306132
977	1124.137081
978	1124.012065
979	1123.864162
980	1123.709502
981	1123.587563
982	1123.458436
983	1123.296425
984	1123.172127
985	1123.053404
986	1122.967834
987	1122.804115
988	1122.550597
989	1122.405857
990	1122.274326
991	1122.183338
992	1122.074223
993	1121.949757
994	1121.728874
995	1121.617829
996	1121.518941
997	1121.349666
998	1121.187868
999	1121.037838
